iter	Logloss
525	0.4799970453
526	0.4797282925
527	0.4795913348
528	0.4793798455
529	0.4792103798
530	0.4790500727
531	0.4787578598
532	0.4785229536
533	0.4782800067
534	0.4780752483
535	0.4777439231
536	0.4775719491
537	0.4773231455
538	0.4770579522
539	0.4769123843
540	0.4767564057
541	0.4765201769
542	0.4762254887
543	0.4760673499
544	0.4759269265
545	0.4757899195
546	0.4755485343
547	0.4751799921
548	0.4750240619
549	0.4747195967
550	0.4744832659
551	0.4743342819
552	0.4740613044
553	0.4738798527
554	0.4736737654
555	0.4733833777
556	0.473165573
557	0.4729618224
558	0.4727116175
559	0.4725272479
560	0.4721327506
561	0.4718991911
562	0.4714720379
563	0.4712605321
564	0.4710409145
565	0.4707340166
566	0.4705121818
567	0.4702880397
568	0.4700537288
569	0.4697195943
570	0.4695493625
571	0.469274126
572	0.4689313103
573	0.4686919591
574	0.4684237803
575	0.4681326484
576	0.4677586403
577	0.4674881363
578	0.4673022942
579	0.4670649869
580	0.4668545752
581	0.4667072545
582	0.466427046
583	0.4659987247
584	0.4656682798
585	0.4654091792
586	0.4652602456
587	0.4649192719
588	0.4647050855
589	0.4645003283
590	0.4643446625
591	0.4640163822
592	0.4638168008
593	0.4633636109
594	0.4631403993
595	0.4628475376
596	0.4626368985
597	0.4622802188
598	0.4619660973
599	0.4617258883
600	0.4613976788
601	0.4612648777
602	0.4608723347
603	0.4606012652
604	0.4603551443
605	0.4601040378
606	0.4598360804
607	0.4595071756
608	0.4593097587
609	0.4591029907
610	0.458677149
611	0.4585111172
612	0.4583696456
613	0.4580924452
614	0.457741695
615	0.4575497724
616	0.457277422
617	0.4571381047
618	0.4569925119
619	0.4567669505
620	0.4565707233
621	0.4562802005
622	0.4560347095
623	0.4558726047
624	0.4555868891
625	0.4554348209
626	0.4551488964
627	0.4550537561
628	0.4548536674
629	0.4545696029
630	0.4544394474
631	0.4541672088
632	0.4539342285
633	0.4535484633
634	0.4533033034
635	0.4531372925
636	0.45290779
637	0.4526583796
638	0.4524346476
639	0.4521544418
640	0.4518961635
641	0.4516829874
642	0.451450707
643	0.451292006
644	0.4510539093
645	0.4507909585
646	0.4504885149
647	0.4503189812
648	0.4500963136
649	0.4499177366
650	0.4495451069
651	0.4493197878
652	0.449116507
653	0.4489439593
654	0.448720448
655	0.4484763683
656	0.4483362491
657	0.4481852367
658	0.4480311981
659	0.4477105485
660	0.4474473473
661	0.4472483936
662	0.446916403
663	0.4466669547
664	0.4465082808
665	0.4463498163
666	0.4461945084
667	0.4459466761
668	0.445861593
669	0.4456793726
670	0.4454731815
671	0.4452033129
672	0.4450235547
673	0.4446982787
674	0.444520385
675	0.4443126683
676	0.4440043616
677	0.4436614142
678	0.4434689268
679	0.4432253795
680	0.4429848193
681	0.4428374834
682	0.4425629556
683	0.4423216163
684	0.4421151395
685	0.4419791996
686	0.4418001696
687	0.4414803848
688	0.4412701965
689	0.4410159474
690	0.4407187723
691	0.440504848
692	0.4403784678
693	0.4401375095
694	0.4398995628
695	0.4395720721
696	0.4393759908
697	0.439233362
698	0.4390007101
699	0.4388852982
700	0.4387329689
701	0.4386008796
702	0.4383163139
703	0.4381872467
704	0.438041098
705	0.4378184863
706	0.4376218795
707	0.437340609
708	0.4369654324
709	0.4367439268
710	0.4365642404
711	0.4362242784
712	0.4360475509
713	0.4357980096
714	0.4356292973
715	0.4353287013
716	0.4350273212
717	0.4346096227
718	0.4343503791
719	0.4341280923
720	0.4339379823
721	0.4336893711
722	0.4334010997
723	0.4331920809
724	0.4330403388
725	0.4328465997
726	0.4326036478
727	0.432386515
728	0.4321598603
729	0.4318688927
730	0.4315847148
731	0.4313540869
732	0.4311488951
733	0.4310536401
734	0.4308629529
735	0.4306016941
736	0.4303999351
737	0.4302643157
738	0.4301185834
739	0.4299313036
740	0.4297150093
741	0.4294418189
742	0.4292670822
743	0.4290784947
744	0.4287991817
745	0.4285820214
746	0.4282751122
747	0.4280132967
748	0.4276543207
749	0.427404215
750	0.427236069
751	0.4270388193
752	0.4269098126
753	0.4267795253
754	0.4264443719
755	0.4261316384
756	0.4259602212
757	0.4257143489
758	0.4254852033
759	0.4252689862
760	0.4249651643
761	0.4246819191
762	0.4245279877
763	0.4243384691
764	0.4241442423
765	0.423925227
766	0.4237986317
767	0.4236265357
768	0.4235306345
769	0.4233101685
770	0.4230503893
771	0.4227721525
772	0.4225270547
773	0.4223486519
774	0.4221758031
775	0.4219621135
776	0.4217398465
777	0.4216004473
778	0.4213171449
779	0.4210863669
780	0.4208060271
781	0.4206487135
782	0.4205276813
783	0.4204155978
784	0.4202015119
785	0.4199855737
786	0.4197823219
787	0.4196179707
788	0.4194722936
789	0.4192585472
790	0.4191308653
791	0.4189832079
792	0.4187489961
793	0.4185672941
794	0.4184338019
795	0.418240596
796	0.4180258782
797	0.4177486602
798	0.4174029477
799	0.4171490823
800	0.4169407195
801	0.4167437384
802	0.4164357377
803	0.4163279605
804	0.4161966111
805	0.4159495028
806	0.4158249548
807	0.4156597572
808	0.4154953319
809	0.4151749305
810	0.414902341
811	0.4146843196
812	0.4145560777
813	0.4143446918
814	0.4140489288
815	0.4139019817
816	0.4137599635
817	0.4136528036
818	0.4135010319
819	0.41318487
820	0.4129869909
821	0.4128539231
822	0.4126099498
823	0.4123614688
824	0.412156401
825	0.4118697231
826	0.4116633844
827	0.411522516
828	0.4112846615
829	0.411026319
830	0.4107072508
831	0.4104559315
832	0.410151051
833	0.4099799457
834	0.4098163689
835	0.4096245701
836	0.409383338
837	0.4091256143
838	0.4089777445
839	0.408831675
840	0.4086630107
841	0.4084729333
842	0.4081936127
843	0.4080205098
844	0.4078246876
845	0.407628712
846	0.4074587388
847	0.4071038174
848	0.406914706
849	0.4066785099
850	0.4065016627
851	0.4063287362
852	0.4062262254
853	0.4060106016
854	0.405770592
855	0.4056309999
856	0.4054272937
857	0.4051640592
858	0.4050559915
859	0.4048701948
860	0.404638003
861	0.4045133614
862	0.4042376995
863	0.4040672769
864	0.4038291693
865	0.4037040258
866	0.4033604006
867	0.403039407
868	0.4029619961
869	0.4027771318
870	0.402559694
871	0.4024130106
872	0.4022557364
873	0.4019709752
874	0.4019208623
875	0.4016331833
876	0.401415962
877	0.4012813095
878	0.4009159133
879	0.4006442304
880	0.4004337752
881	0.4002142841
882	0.4000013349
883	0.3998164547
884	0.3994772012
885	0.3993106943
886	0.3990633184
887	0.398870274
888	0.3985674831
889	0.398373658
890	0.3980974602
891	0.3978969477
892	0.3977596469
893	0.3974925888
894	0.397237943
895	0.3970858297
896	0.3969844601
897	0.3968141845
898	0.3965351325
899	0.3963309024
900	0.3960713053
901	0.3958151808
902	0.3955713209
903	0.3953057318
904	0.3951708644
905	0.3950330527
906	0.3948422364
907	0.3946595297
908	0.3944424249
909	0.3942280152
910	0.3940388787
911	0.3938158754
912	0.3936536203
913	0.3934350595
914	0.3932941165
915	0.393138407
916	0.3929422898
917	0.3926231492
918	0.3924956224
919	0.3923467642
920	0.392229696
921	0.3921173091
922	0.3917799437
923	0.3915635507
924	0.3913590925
925	0.3911187107
926	0.3909889405
927	0.390906176
928	0.3907582093
929	0.3904756466
930	0.3903067355
931	0.3901442106
932	0.3899497458
933	0.3897224114
934	0.3895912331
935	0.3892569952
936	0.3891275292
937	0.3888726722
938	0.3886792507
939	0.3885482211
940	0.3883231332
941	0.3881984527
942	0.3880061482
943	0.3878570486
944	0.387611859
945	0.3874310707
946	0.3871763209
947	0.3869947101
948	0.386856872
949	0.3866332982
950	0.3864194293
951	0.3862608733
952	0.3860942607
953	0.3858839219
954	0.3858142227
955	0.3857359886
956	0.3855826106
957	0.3854613249
958	0.3853033802
959	0.3850627144
960	0.3848838704
961	0.3847563085
962	0.3845709515
963	0.3842621376
964	0.3840557833
965	0.3839318892
966	0.3836433876
967	0.3834643197
968	0.3831679946
969	0.3830030423
970	0.3827616472
971	0.3825820605
972	0.3823539861
973	0.3822593087
974	0.382074696
975	0.3819368334
976	0.3817031978
977	0.3815222271
978	0.3813844332
979	0.3812180683
980	0.3810545992
981	0.3808630975
982	0.3805733312
983	0.3803661917
984	0.3801526886
985	0.3798747174
986	0.3797093954
987	0.3795662292
988	0.3793079879
989	0.3792037774
990	0.3790358793
991	0.3789089368
992	0.3787462968
993	0.3786569647
994	0.3784630232
995	0.3783556406
996	0.3781908934
997	0.3779929714
998	0.3777720125
999	0.3775440635
