Country,Date,int_perc,electricity_consumed,energy_consumed,population,GDP,continent,country_name
BHS,2004,22.0,1.66907379,144.1557293512244,318.893,11.9703,North America,Bahamas
BHS,2005,25.0,1.761792,136.06891838644532,324.848,12.3767,North America,Bahamas
BHS,2006,26.0,1.79265219,155.0903689069335,331.032,12.6882,North America,Bahamas
BHS,2007,27.0,1.90204809,175.24053979554608,337.387,12.8718,North America,Bahamas
BHS,2008,31.54,1.9065,168.10816457169457,343.68,12.5727,North America,Bahamas
BHS,2009,33.88,1.80885,124.24136155606405,349.6,12.0477,North America,Bahamas
BHS,2010,43.0,1.757235,127.50181722902158,354.936,12.233,North America,Bahamas
BHS,2011,65.0,1.796388,111.11825531240355,359.583,12.3081,North America,Bahamas
BHS,2012,71.7482028146963,1.661817,127.01414100296742,363.581,12.688,North America,Bahamas
BHS,2013,72.0,1.648797,117.0141624133216,367.162,12.3481,North America,Bahamas
BHS,2014,76.92,1.68237,113.82569713322094,370.625,12.4782,North America,Bahamas
BHR,1990,0.0,3.039,547.3073970606725,468.165,18.141,Asia,Bahrain
BHR,1991,0.0,3.128,596.2364823846887,481.002,20.1522,Asia,Bahrain
BHR,1992,0.0,3.466,487.19949214217587,493.839,21.5232,Asia,Bahrain
BHR,1993,0.0,3.788,567.0924537574308,506.676,24.3172,Asia,Bahrain
BHR,1994,0.0,4.113,544.9232404641278,519.512,24.2533,Asia,Bahrain
BHR,1995,0.346205843608434,4.273,532.7237254132158,532.349,25.1588,Asia,Bahrain
BHR,1996,0.843254219222486,4.499,515.0273669250084,551.982,26.1891,Asia,Bahrain
BHR,1997,1.64629920170952,4.653,558.7863596778795,599.403,27.0232,Asia,Bahrain
BHR,1998,3.21820215136814,4.967,527.8397280109534,666.093,28.33,Asia,Bahrain
BHR,1999,4.72035811783587,5.206,491.674383108121,733.678,29.5342,Asia,Bahrain
BHR,2000,6.15373254647607,12.466,605.4439965076057,630.513,31.1057,Asia,Bahrain
BHR,2001,15.0386342513918,13.161,589.2220027649646,670.533,31.8805,Asia,Bahrain
BHR,2002,18.0507208881153,13.795,593.2834993118047,710.554,32.948,Asia,Bahrain
BHR,2003,21.5549449917804,14.452,576.1062051172044,764.519,35.0226,Asia,Bahrain
BHR,2004,21.4586805077435,14.78,553.8712338663468,823.744,37.4675,Asia,Bahrain
BHR,2005,21.3037335136591,17.794,575.8579910083434,888.824,40.0037,Asia,Bahrain
BHR,2006,28.2439524318043,19.346,568.6195170367284,960.425,42.5907,Asia,Bahrain
BHR,2007,32.91,20.024,539.506236110844,1039.3,46.1231,Asia,Bahrain
BHR,2008,51.95,19.797,532.1035880471227,1103.5,49.0021,Asia,Bahrain
BHR,2009,53.0,19.93,493.3297438773952,1178.42,50.247,Asia,Bahrain
BHR,2010,55.0,20.95556,478.37994782424647,1228.54,52.4261,Asia,Bahrain
BHR,2011,76.9999665032303,21.43722,486.60642213519435,1195.02,53.466,Asia,Bahrain
BHR,2012,88.0,21.7183,516.701001083576,1208.96,55.4593,Asia,Bahrain
BHR,2013,90.0000397,23.02884,554.3410977585203,1253.19,58.4634,Asia,Bahrain
