Country,Date,int_perc,electricity_consumed,energy_consumed,population,GDP
AFG,1990,0.0,1.02114,8.726854929139892,12412.3,27.2332
AFG,1991,0.0,1.04477,3.567049985636651,13299.0,24.2565
AFG,1992,0.0,0.76805,2.1595226780561516,14485.5,24.6481
AFG,1993,0.0,0.72961,1.964311751662966,15816.6,18.4947
AFG,1994,0.0,0.75017,1.7616325396998394,17075.7,14.3776
AFG,1995,0.0,0.68544,1.3996407242653586,18110.7,21.557
AFG,1996,0.0,0.62057,1.318606693412316,18853.4,20.4208
AFG,1997,0.0,0.56407,1.2229821749048069,19357.1,19.371
AFG,1998,0.0,0.5278,1.1672808143688678,19737.8,18.4918
AFG,1999,0.0,0.52315,1.1416224087889384,20170.8,17.5943
AFG,2000,0.0,0.53431,0.9710328129547602,20780.0,16.6261
AFG,2001,0.00472256824217368,0.65056,0.7365432711255625,21607.0,15.6824
AFG,2002,0.00456139517022146,0.73891,0.668538661649472,22600.8,25.8756
AFG,2003,0.0878912528559713,0.97327,0.7503633521957501,23680.9,28.0047
AFG,2004,0.105809030021958,0.93142,0.6638034575504376,24726.7,28.6606
AFG,2005,1.22414808372471,0.97362,0.8184187715747253,25654.3,31.4985
AFG,2006,2.10712364546412,1.21041,0.9998175876840902,26433.1,34.3841
AFG,2007,1.9,1.48878,1.2639880937503156,27100.5,43.7508
AFG,2008,1.84,1.4290493,2.1111698110731996,27722.3,40.849
AFG,2009,3.55,2.027433,3.3579667580742125,28394.8,47.8852
AFG,2010,4.0,2.442759,4.061555520719247,29185.5,49.4348
AFG,2011,5.0,3.033989,5.347433782037638,30117.4,53.7262
AFG,2012,5.45454545454545,3.91916,4.736874741480483,31161.4,59.5984
AFG,2013,5.9,4.64079,3.8582527606273733,32269.6,63.4579
AFG,2014,6.39,4.78322,3.4255622019929817,33370.8,65.4025
ALB,1990,0.0,1.659,34.94914183656983,3286.07,15.0939
ALB,1991,0.0,1.715,29.363397602421028,3280.4,10.8673
ALB,1992,0.0,1.443,25.93779775602281,3245.89,10.0849
ALB,1993,0.0,1.727,23.10761605610659,3195.2,11.0531
ALB,1994,0.0,2.017,22.30344022521837,3146.52,11.9705
ALB,1995,0.011168695486794,2.152,24.912199342508423,3112.92,13.5626
ALB,1996,0.0321968282260578,2.79,27.54142926420847,3098.7,14.797
ALB,1997,0.0485939187626304,2.084,25.14611620129597,3099.75,13.1933
ALB,1998,0.0650273700200414,2.2,26.952941503916364,3110.7,14.3819
ALB,1999,0.0814370446040466,3.482,24.163779540650292,3122.7,16.3236
ALB,2000,0.114097346552109,3.75836,31.32934599044218,3129.25,17.405
ALB,2001,0.325798377067964,3.54878,29.690814680184662,3129.7,18.787
ALB,2002,0.39008127343332,4.54556,32.19567774049347,3126.18,19.582
ALB,2003,0.971900415195857,4.11058,36.40848489892904,3118.02,20.7059
ALB,2004,2.42038779776014,3.7776,38.69708631714531,3104.89,21.8806
ALB,2005,6.04389086404814,3.7388,38.70388541636516,3086.81,23.1408
ALB,2006,9.60999131577118,2.99142,36.72501449575394,3063.02,24.3976
ALB,2007,15.0361154084109,3.69368,31.913451810510672,3033.99,25.8384
ALB,2008,23.86,4.053,35.2168276402469,3002.68,27.7856
ALB,2009,41.2,4.302,38.70478492761921,2973.04,28.7176
ALB,2010,45.0,4.42477,42.92865789114989,2948.03,29.7822
ALB,2011,49.0,5.14194,36.333563628082516,2928.6,30.5402
ALB,2012,54.6559590399494,4.32265,35.68232323576935,2914.09,30.9731
ALB,2013,57.2,4.48241,43.759713224585504,2903.79,31.2835
ALB,2014,60.1,4.85676,40.0019793601861,2896.31,31.8386
DZA,1990,0.0,12.734,47.27017102821974,25758.9,283.141
DZA,1991,0.0,13.034,51.28567309162841,26400.5,279.743
DZA,1992,0.0,14.035,48.16254909768232,27028.3,284.778
DZA,1993,0.0,14.039,43.31756448153536,27635.5,278.798
DZA,1994,0.000360673567987076,14.365,43.703878667419964,28213.8,276.289
DZA,1995,0.00176895401501439,14.474,44.83112252681045,28757.8,286.788
DZA,1996,0.00173853322594298,15.172,43.17631522110816,29266.4,298.546
DZA,1997,0.010268463150268,15.365,40.46951146778634,29743.0,301.83
DZA,1998,0.0202385545408469,16.905,41.42627541753991,30192.8,317.224
DZA,1999,0.199523842999477,18.492,40.69085996623254,30623.4,327.375
DZA,2000,0.491705679141589,19.71552,41.04536177153886,31042.2,339.815
DZA,2001,0.646114016703792,20.64764,40.55689969084673,31451.5,350.009
DZA,2002,1.59164126035832,21.62354,41.04365889521271,31855.1,369.61
DZA,2003,2.19535973086144,23.61164,41.008842693757046,32264.2,396.222
DZA,2004,4.63447508776537,24.42506,39.624316003100006,32692.2,413.259
DZA,2005,5.84394209201256,27.5164,44.96155402588426,33149.7,437.642
DZA,2006,7.37598495634886,26.91052,46.36260777971541,33641.0,445.082
DZA,2007,9.45119062555304,28.3348,45.35788116357241,34167.0,460.214
DZA,2008,10.18,30.49982,48.29794286830368,34730.6,471.26
DZA,2009,11.23,28.315,50.49328008951224,35333.9,478.8
DZA,2010,12.5,33.8405,49.41325342389091,35977.4,496.037
DZA,2011,14.0,38.13478,52.861872730382,36661.4,510.422
DZA,2012,15.2280267564417,42.8676,56.125873664946425,37383.9,527.776
DZA,2013,16.5,45.2015,53.42370219720162,38140.1,542.554
DZA,2014,18.09,49.20682,59.08736536526138,38923.7,563.171
AGO,1990,0.0,0.958,6.718935398090189,11848.4,62.294
AGO,1991,0.0,0.899,6.812131048502314,12248.9,62.9115
AGO,1992,0.0,1.013,6.6892286291023435,12657.4,59.2386
AGO,1993,0.0,1.062,6.357411915869981,13075.0,45.0311
AGO,1994,0.0,1.071,6.005854315081681,13503.8,45.6343
AGO,1995,0.0,1.074,6.238312774287927,13945.2,52.4794
AGO,1996,0.000775928524568031,1.085,5.806087231870673,14400.7,59.5874
AGO,1997,0.00567374598866159,1.216,6.31515501694505,14871.6,63.9219
AGO,1998,0.0184537240759316,1.328,5.503247441339618,15359.6,66.9206
AGO,1999,0.0719640870420026,1.106,5.946264412077974,15866.9,68.3805
AGO,2000,0.105045562462262,1.19302,6.752911822204013,16395.5,70.4693
AGO,2001,0.136013867429868,1.35274,7.094573619555762,16945.8,73.4332
AGO,2002,0.270376745595134,1.45868,7.312659828399827,17519.4,83.4683
AGO,2003,0.370682065225727,1.64976,7.8454117321587145,18121.5,85.9639
AGO,2004,0.464814617985909,1.59608,8.381498845124181,18758.1,95.3794
AGO,2005,1.1433668265595,2.06798,6.887931407701192,19433.6,109.714
AGO,2006,1.90764750723428,2.85054,8.375992178335771,20149.9,122.383
AGO,2007,3.2,2.7178,9.279723788780894,20905.4,139.529
AGO,2008,4.6,3.64768,10.480210991589445,21695.6,155.109
AGO,2009,6.0,4.13154,11.491561140969964,22514.3,156.441
AGO,2010,10.0,4.69024,12.151704803709508,23356.2,164.043
AGO,2011,14.776,4.88636,12.284364739912554,24220.7,169.739
AGO,2012,16.9372101137398,5.33508,12.376183787509108,25107.9,184.238
AGO,2013,19.1,7.05006,13.36731054473051,26015.8,193.366
AGO,2014,21.26,8.14866,14.207058398288162,26941.8,202.691
ATG,1990,0.0,0.08277,95.44608279628356,62.533,1.16507
ATG,1991,0.0,0.08277,93.28069747399657,63.7608,1.19043
ATG,1992,0.0,0.08277,91.76333982883152,64.9886,1.20422
ATG,1993,0.0,0.08277,89.82143238684073,66.2164,1.26781
ATG,1994,0.0,0.08463,94.40721953110868,67.4442,1.35245
ATG,1995,2.20076880190146,0.08556,98.85294436597158,68.672,1.29349
ATG,1996,2.85844957694946,0.08556,97.04518152240551,70.139,1.37892
ATG,1997,3.48053683800189,0.08649,97.69271283830965,71.606,1.45437
ATG,1998,4.0717164999525,0.08835,95.73145204795205,73.073,1.52318
ATG,1999,5.30068113752617,0.08835,93.84764690099276,74.54,1.57965
ATG,2000,6.48222573702907,0.13113,95.9030369571223,76.007,1.67764
ATG,2001,8.89928551450583,0.14973,94.54593024462378,77.098,1.60134
ATG,2002,12.5,0.1674,99.94587397204202,78.189,1.6178
ATG,2003,17.2286487816884,0.18414,103.60462891019175,79.28,1.7161
ATG,2004,24.2665437161785,0.19344,105.99794838934433,80.371,1.81507
ATG,2005,27.0,0.21204,106.1777286342098,81.462,1.93258
ATG,2006,30.0,0.22599,107.69555086281461,82.7756,2.17817
ATG,2007,34.0,0.24459,111.10104591314933,84.0892,2.38108
ATG,2008,38.0,0.25203,111.90411883451115,85.4028,2.38073
ATG,2009,42.0,0.28644,115.46841388710779,86.7164,2.09593
ATG,2010,47.0,0.296856,109.98043121663058,88.03,1.9316
ATG,2011,52.0,0.296205,108.30774332441091,89.1382,1.89377
ATG,2012,58.0,0.288765,109.93692801042477,90.2464,1.95764
ATG,2013,63.4,0.288858,108.61389114505442,91.3546,1.94588
ATG,2014,64.0,0.294438,109.72148139576119,92.4628,2.01974
ARG,1990,0.0,37.105,57.6564031308632,32675.95,412.9659
ARG,1991,0.0,39.655,59.477102051605385,33131.9,456.6502
ARG,1992,0.00299287414623027,45.292,60.905945908832855,33579.75,500.518
ARG,1993,0.0295270652905125,48.407,64.94014374370029,34020.12,524.411
ARG,1994,0.0437059511392524,49.934,64.80172547868509,34453.77,555.016
ARG,1995,0.0862770809737151,54.938,66.03608712225193,34880.85,539.225
ARG,1996,0.14195470435477,57.928,67.66622571013977,35299.2,569.025
ARG,1997,0.280339881830012,62.78,68.76615258838088,35709.0,615.178
ARG,1998,0.830766679676473,67.908,71.03398433302824,36113.68,638.864
ARG,1999,3.28448195590463,70.43,69.95246754011347,36516.9,617.237
ARG,2000,7.0386830862178,73.23106,74.86101962612507,36921.7,612.366
ARG,2001,9.78080728532407,75.3974,72.6737590148718,37327.62,585.369
ARG,2002,10.8821243775325,72.47354,67.65409322267125,37732.75,521.595
ARG,2003,11.9136965509954,79.1129,72.5796767734363,38137.02,567.688
ARG,2004,16.0366841054923,83.65771,77.18321302538472,38540.62,594.247
ARG,2005,17.7205833696065,88.61302,80.26893851146315,38942.95,646.847
ARG,2006,20.9272021035896,97.92409,84.5445669027821,39341.35,698.9
ARG,2007,25.9466329403819,100.33261,85.13630570433476,39736.48,761.854
ARG,2008,28.1126234799907,103.75082,87.93762415639179,40132.93,792.764
ARG,2009,34.0,104.1911,84.65963665300401,40535.52,745.845
ARG,2010,45.0,111.18857,86.89910742352926,40948.95,821.364
ARG,2011,51.0,113.49629,88.15030275227853,41375.93,870.678
ARG,2012,55.8,117.57158,88.75155689807916,41813.05,861.742
ARG,2013,59.9,117.51303,89.0773998091394,42254.68,882.469
ARG,2014,64.7,123.37853,88.43117416525126,42694.98,860.296
ARM,1992,0.0,6.358,57.06754783575722,3442.82,7.15856
ARM,1993,0.0,3.724,44.48561841833838,3363.11,6.52783
ARM,1994,0.00911701414140063,3.273,40.78695043591432,3283.66,6.87558
ARM,1995,0.0527431233050454,2.858,40.85157123474887,3217.35,7.34939
ARM,1996,0.0945729024675962,3.486,53.11869613391451,3168.21,7.78301
ARM,1997,0.111650934518322,4.281,45.27003466133623,3133.08,8.04148
ARM,1998,0.128659477603923,3.671,48.49410159087891,3108.69,8.63174
ARM,1999,0.970737757459877,3.88,30.160698422186506,3089.02,8.91273
ARM,2000,1.30047002237784,3.69148,32.64813512718301,3069.6,9.43818
ARM,2001,1.63109466677715,3.6946,32.307086037566116,3050.69,10.3402
ARM,2002,1.9604050458212,3.44126,31.11733114250457,3033.98,11.8964
ARM,2003,4.57521722477781,3.69574,34.39865378939765,3017.94,13.5668
ARM,2004,4.8990085713054,4.19614,35.88417965558277,3000.72,14.9869
ARM,2005,5.25298335195804,4.16382,41.8419065546805,2981.26,17.0649
ARM,2006,5.63178777731609,4.43884,42.101645007913746,2958.3,19.3172
ARM,2007,6.02125339712607,4.776465,47.65557708782853,2932.61,21.9731
ARM,2008,6.21,4.55743,46.387052871185496,2907.61,23.4997
ARM,2009,15.3,4.48976,41.7293336335414,2888.09,20.1745
ARM,2010,25.0,4.63072,46.64607855588248,2877.31,20.6214
ARM,2011,32.0,4.9886,49.12211139338192,2876.54,21.5805
ARM,2012,37.5,5.04306,51.91346402567547,2884.24,23.1268
ARM,2013,41.9,5.19162,50.697176522151686,2897.59,23.89
ARM,2014,46.3,5.29666,51.41381596816994,2912.4,24.75
AUS,1990,0.585094712206538,135.404,226.67737793256796,17090.4,514.718
AUS,1991,1.09720389137797,137.996,221.82021136491022,17309.82,509.566
AUS,1992,1.76876491254256,140.133,223.32120820991102,17500.07,522.616
AUS,1993,1.97461101573426,143.988,223.44798979512632,17661.8,542.999
AUS,1994,2.23210125436278,147.502,226.05081109042777,17832.58,569.605
AUS,1995,2.75965451333217,152.334,232.4888450804714,18034.57,585.769
AUS,1996,3.27524987017728,156.546,239.00005082370592,18253.05,610.143
AUS,1997,16.3693583751403,161.721,241.14269333167525,18447.6,638.013
AUS,1998,30.8132394396276,172.088,249.60918173012223,18636.0,668.059
AUS,1999,40.7837839021856,176.177,253.56501614762092,18842.43,697.833
AUS,2000,46.7561156116738,182.96956,249.62144904417025,19060.62,718.937
AUS,2001,52.6892664310395,193.37082,249.71753198772217,19303.88,737.727
AUS,2002,52.6892664310395,199.56076,255.08992591328263,19525.7,768.241
AUS,2003,52.6892664310395,200.58156,251.77503102536608,19749.47,789.6
AUS,2004,52.6892664310395,205.16246,256.1854606335683,19965.62,822.155
AUS,2005,63.0,200.1373,259.9581286009719,20214.9,847.034
AUS,2006,66.0,204.13084,260.60090738870116,20504.75,869.953
AUS,2007,69.45,214.77298,266.63161411905566,20877.67,908.467
AUS,2008,71.67,214.63906,259.013219306483,21309.95,932.722
AUS,2009,74.25,220.032,259.94850598757375,21736.78,950.226
AUS,2010,76.0,222.36042,250.33887685313903,22068.2,972.659
AUS,2011,79.4876977139029,223.43702,250.70835505835097,22390.95,1000.345
AUS,2012,79.0,222.72246,249.345436349479,22784.07,1038.312
AUS,2013,83.0,222.68834,245.6108488609223,23172.27,1060.458
AUS,2014,84.56,223.48564,239.82863265028575,23521.27,1087.733
AUT,1990,0.130369376859149,44.305,150.9058582331107,7686.107,268.6748
AUT,1991,0.259081553302726,47.242,157.2248035427074,7765.895,277.5957
AUT,1992,0.642817618756698,47.107,152.22826268173088,7851.16,283.0236
AUT,1993,0.765342730041297,46.183,154.24389770482037,7911.413,285.3103
AUT,1994,1.3934229675881,46.871,153.16620293014745,7937.96,292.2754
AUT,1995,1.89021052408733,47.945,160.14153004363993,7949.475,302.0088
AUT,1996,6.90916235325567,49.725,167.0244425804971,7960.505,308.9689
AUT,1997,9.53397431748034,50.322,166.91046096166338,7968.811,315.8085
AUT,1998,15.4212193219603,51.118,169.73629862091371,7978.205,326.73
AUT,1999,23.0443171023274,52.336,171.41322490416758,7994.788,337.7722
AUT,2000,33.7301329516915,53.33642,169.58241249236883,8013.915,350.2027
AUT,2001,39.1854501811114,55.44718,176.91202682195905,8047.63,354.5013
AUT,2002,36.56,55.9188,175.97711657789006,8086.537,360.6361
AUT,2003,42.7,57.81084,178.00981293418107,8126.71,364.2006
AUT,2004,54.28,58.96108,183.21910795775602,8179.315,373.2544
AUT,2005,58.0,60.53582,188.80847137367522,8234.445,382.3007
AUT,2006,63.6,62.95448,186.8609082523438,8272.225,395.9397
AUT,2007,69.37,63.31914,182.95038713778516,8298.615,410.583
AUT,2008,72.87,63.38922,182.64641570490164,8324.873,416.721
AUT,2009,73.45,60.795,174.33300210683586,8345.4,401.0272
AUT,2010,75.17,62.13126,178.39476280725967,8366.34,407.943
AUT,2011,78.7399930986888,62.52672,169.539205162558,8395.76,420.655
AUT,2012,80.0299939169903,63.30312,173.77495519899733,8435.458,423.777
AUT,2013,80.6188,63.71828,173.64688596381973,8486.812,423.634
AUT,2014,81.0,62.84138,166.43368095573078,8556.0,427.075
AZE,1992,0.0,15.248,132.6535300467512,7471.92,42.9013
AZE,1993,0.0,14.334,111.29245988322641,7581.75,32.991
AZE,1994,0.00143141529756131,14.594,98.8233556909528,7683.7,26.5066
AZE,1995,0.0020555557625386,13.724,93.63909769051702,7775.42,23.3789
AZE,1996,0.00635458454679421,13.614,81.88432172369964,7855.56,23.6828
AZE,1997,0.0251879334685925,14.12,80.5439471598865,7925.67,25.0564
AZE,1998,0.0374851090404337,14.76,68.39851667274552,7989.9,27.562
AZE,1999,0.0992289415099966,15.118,69.98863337530318,8054.13,29.6016
AZE,2000,0.147757575623251,15.4061,62.46888898301137,8122.74,32.8874
AZE,2001,0.305564637615618,15.56992,54.36452193302702,8197.29,36.1432
AZE,2002,4.99971367812957,16.13262,64.25672548448446,8277.07,39.5168
AZE,2003,4.99971367812957,18.30104,67.8708051646364,8361.43,43.5338
AZE,2004,4.99971367812957,19.08472,74.09466263921007,8448.94,47.5702
AZE,2005,8.03037535616454,17.26646,75.90936266195146,8538.61,60.6299
AZE,2006,11.9921773343674,19.43242,76.10941937787446,8630.15,81.57
AZE,2007,14.54,16.98402,62.006910703678486,8724.24,102.292
AZE,2008,17.08,16.69734,65.67239883131504,8821.87,113.046
AZE,2009,27.4,13.47952,60.919917116035265,8924.38,123.391
AZE,2010,46.0,13.56822,64.95075132959263,9032.46,129.589
AZE,2011,50.0,14.55992,60.730101870133744,9146.28,127.883
AZE,2012,54.2,17.79298,65.11400139646432,9264.68,130.739
AZE,2013,58.7,18.38526,60.44778813965526,9385.47,138.312
AZE,2014,61.0,19.59206,61.54990418683375,9505.62,142.249
BHS,1990,0.0,0.83049,159.96145976029067,256.227,8.47872
BHS,1991,0.0,0.99231,139.2855785477018,261.007,8.12415
BHS,1992,0.0,1.01835,115.619068708557,266.028,7.81336
BHS,1993,0.0,1.06392,119.8165512626123,271.065,7.83741
BHS,1994,0.0,1.11693,130.7993521818096,275.849,8.08421
BHS,1995,0.960030720983071,1.09647,153.8998069091545,280.179,8.43819
BHS,1996,1.74695069755741,1.12809,171.17504753855906,283.98,8.79458
BHS,1997,1.36295390281695,1.19226,164.8747333511969,287.363,8.97595
BHS,1998,2.33559071038067,1.29549,185.14932725395732,290.6,9.39929
BHS,1999,3.76455782177031,1.36152,160.93312147396986,294.063,10.0708
BHS,2000,8.0,1.45545,188.47499538660276,298.045,10.4887
BHS,2001,11.8,1.51218,189.18409678208135,302.618,10.7641
BHS,2002,18.0,1.59588,192.998511329175,307.657,11.0552
BHS,2003,20.0,1.6833,132.45544083315502,313.123,10.9154
BHS,2004,22.0,1.66907379,144.1557293512244,318.893,11.0117
BHS,2005,25.0,1.761792,136.06891838644532,324.848,11.3856
BHS,2006,26.0,1.79265219,155.0903689069335,331.032,11.6722
BHS,2007,27.0,1.90204809,175.24053979554608,337.387,11.841
BHS,2008,31.54,1.9065,168.10816457169457,343.68,11.5658
BHS,2009,33.88,1.80885,124.24136155606405,349.6,11.0829
BHS,2010,43.0,1.757235,127.50181722902158,354.936,11.2535
BHS,2011,65.0,1.796388,111.11825531240355,359.583,11.3224
BHS,2012,71.7482028146963,1.661817,127.01414100296742,363.581,11.6719
BHS,2013,72.0,1.648797,117.0141624133216,367.162,11.3274
BHS,2014,76.92,1.68237,113.82569713322094,370.625,11.4108
BHR,1990,0.0,3.039,547.3073970606725,468.165,18.141
BHR,1991,0.0,3.128,596.2364823846887,481.002,20.1522
BHR,1992,0.0,3.466,487.19949214217587,493.839,21.5232
BHR,1993,0.0,3.788,567.0924537574308,506.676,24.3172
BHR,1994,0.0,4.113,544.9232404641278,519.512,24.2533
BHR,1995,0.346205843608434,4.273,532.7237254132158,532.349,25.1588
BHR,1996,0.843254219222486,4.499,515.0273669250084,551.982,26.1891
BHR,1997,1.64629920170952,4.653,558.7863596778795,599.403,27.0232
BHR,1998,3.21820215136814,4.967,527.8397280109534,666.093,28.33
BHR,1999,4.72035811783587,5.206,491.674383108121,733.678,29.5342
BHR,2000,6.15373254647607,12.466,605.4439965076057,630.513,31.1057
BHR,2001,15.0386342513918,13.161,589.2220027649646,670.533,31.8805
BHR,2002,18.0507208881153,13.795,593.2834993118047,710.554,32.948
BHR,2003,21.5549449917804,14.452,576.1062051172044,764.519,35.0226
BHR,2004,21.4586805077435,14.78,553.8712338663468,823.744,37.4675
BHR,2005,21.3037335136591,17.794,575.8579910083434,888.824,40.0037
BHR,2006,28.2439524318043,19.346,568.6195170367284,960.425,42.5907
BHR,2007,32.91,20.024,539.506236110844,1039.3,46.1231
BHR,2008,51.95,19.797,532.1035880471227,1103.5,49.0021
BHR,2009,53.0,19.93,493.3297438773952,1178.42,50.247
BHR,2010,55.0,20.95556,478.37994782424647,1228.54,52.4261
BHR,2011,76.9999665032303,21.43722,486.60642213519435,1195.02,53.466
BHR,2012,88.0,21.7183,516.701001083576,1208.96,55.4593
BHR,2013,90.0000397,23.02884,554.3410977585203,1253.19,58.4634
BHR,2014,90.99998,24.55707,523.871133306962,1314.56,61.0068
BGD,1990,0.0,5.022,2.317534381059366,103172.0,162.147
BGD,1991,0.0,5.49,2.410332583055069,105599.0,167.559
BGD,1992,0.0,6.65,2.6473035716675963,107984.0,176.005
BGD,1993,0.0,7.513,2.8028320957493187,110351.0,184.047
BGD,1994,0.0,8.237,3.0371348369203965,112738.0,191.575
BGD,1995,0.0,8.616,3.2520933767109006,115170.0,201.006
BGD,1996,0.0,8.989,3.306362576676961,117650.0,210.301
BGD,1997,0.00075104582943988,9.388,3.322817565410484,120161.0,219.743
BGD,1998,0.00368481262469867,10.166,3.483595692115181,122683.0,231.119
BGD,1999,0.0361704074704913,11.339,3.838290862501609,125190.0,241.913
BGD,2000,0.0710394230507683,12.456,3.998443584437358,127658.0,254.718
BGD,2001,0.129807973947512,13.98606,4.2969801244065575,130089.0,267.651
BGD,2002,0.13992028850905,15.22806,4.4390236696813785,132478.0,277.91
BGD,2003,0.163877665498048,16.31784,4.8019469267200074,134792.0,291.082
BGD,2004,0.199036333744363,21.23052,4.890814277279088,136986.0,306.334
BGD,2005,0.24163732563671,23.4765,5.096204223539032,139036.0,326.355
BGD,2006,1.0,27.469,5.389751496063498,140921.0,348.13
BGD,2007,1.8,27.608,5.58397011588511,142660.0,372.702
BGD,2008,2.5,28.037,5.9504867570191315,144304.0,395.116
BGD,2009,3.1,30.857,6.19319092222377,145925.0,415.05
BGD,2010,3.7,34.168931,6.466863242480845,147575.0,438.176
BGD,2011,4.5,37.135816,6.699641120207494,149273.0,466.501
BGD,2012,5.0,39.945069,7.1928889040498,151006.0,496.924
BGD,2013,6.63,43.010294,7.294357042959355,152761.0,526.807
BGD,2014,9.6,48.179271,7.59490139794706,154517.0,558.737
BRB,1990,0.0,0.396,71.94275070611997,260.933,4.17427
BRB,1991,0.0,0.46,72.47298766570451,261.912,4.01092
BRB,1992,0.0,0.477,76.27214510099282,262.89,3.73077
BRB,1993,0.0,0.474,74.05508925451645,263.869,3.77636
BRB,1994,0.0,0.498,69.96148297803263,264.893,3.91928
BRB,1995,0.00775223845885499,0.529,72.31890863303943,265.955,3.99858
BRB,1996,0.389464214080689,0.564,64.66660499837107,267.047,4.15717
BRB,1997,0.783428911660556,0.599,77.52336880040868,268.183,4.35423
BRB,1998,1.97024923652842,0.615,78.40445590790617,269.334,4.5171
BRB,1999,2.37624703464172,0.662,81.74229182303895,270.455,4.53182
BRB,2000,3.97367835457927,0.703,87.53601781911121,271.511,4.73362
BRB,2001,11.9364503383984,0.735,87.27223325240156,272.494,4.62156
BRB,2002,27.836322424146,0.771,87.56106315762847,273.423,4.65812
BRB,2003,39.6896271159532,0.81,88.20187864747916,274.331,4.75926
BRB,2004,49.8,0.836,88.55192956252611,275.283,4.82621
BRB,2005,52.5,0.891,88.90208383941288,276.32,5.01757
BRB,2006,55.3,0.9134,88.73304209842095,277.475,5.302
BRB,2007,58.2,0.9379,84.28677980559816,278.701,5.39554
BRB,2008,61.4,0.968,98.94247738528149,279.946,5.45494
BRB,2009,64.7,0.978,92.86366028202785,281.107,5.06477
BRB,2010,65.1,0.917,89.17371652565647,282.131,4.94746
BRB,2011,67.0,0.921,93.30590716852718,282.987,4.9146
BRB,2012,70.0,1.021,87.47535097744792,283.698,4.90247
BRB,2013,73.0,0.916,88.64792872202722,284.294,4.8312
BRB,2014,76.67,0.921,76.9501699819538,284.825,4.83193
BLR,1992,0.0,38.66,147.914716102625,10154.3,8.99848
BLR,1993,0.0,33.326,126.3550836088137,10135.1,8.34776
BLR,1994,0.00048595086881212,29.627,104.71595294074625,10108.3,64.9134
BLR,1995,0.00292125437494358,26.951,99.1155738032563,10077.6,58.1545
BLR,1996,0.0292982941361222,27.091,99.4711673505574,10044.8,59.7836
BLR,1997,0.0490208910370497,28.506,98.98574426290469,10009.4,66.5985
BLR,1998,0.0738688972841164,26.322,97.35571536540162,9969.99,72.1935
BLR,1999,0.494881245327084,28.436,101.09170277731039,9924.44,74.6484
BLR,2000,1.86039812615388,28.36256,110.50603429444953,9871.63,78.9781
BLR,2001,4.30061602151712,24.70802,102.89273194125522,9811.4,82.71
BLR,2002,8.95097131467325,26.35038,100.59485882981069,9745.93,86.8829
BLR,2003,8.95097131467325,26.59406,106.05131575280765,9679.24,93.0022
BLR,2004,8.95097131467325,29.01344,99.91400601825475,9616.63,103.651
BLR,2005,8.95097131467325,29.5093,113.02651406635127,9562.08,113.436
BLR,2006,16.2,30.42908,121.18131788824216,9516.88,124.778
BLR,2007,19.7,30.5467,118.04103582787464,9480.51,135.567
BLR,2008,23.0,31.03038,119.85285723404853,9452.86,149.461
BLR,2009,27.43,29.46572,111.76258619607854,9433.16,149.705
BLR,2010,31.8,31.73564,119.14037260861372,9420.58,161.335
BLR,2011,39.6488956598961,32.44988,123.32199516916873,9415.32,170.626
BLR,2012,46.91,33.15724,124.36678824886832,9417.04,173.569
BLR,2013,54.17,32.66146,118.71327410279679,9423.5,175.241
BLR,2014,59.02,32.79818,118.81255959601063,9431.74,178.006
BEL,1990,0.00100673961837521,59.032,220.92594058227252,9972.277,328.2359
BEL,1991,0.0200726449091909,61.818,227.87463899708368,10008.86,334.1463
BEL,1992,0.100041026825101,63.968,227.62476156790683,10050.95,338.5957
BEL,1993,0.199446058517075,64.663,223.5850170714444,10088.5,336.2504
BEL,1994,0.695994689759373,67.735,237.20779862266298,10119.35,347.3186
BEL,1995,0.991662990076131,69.71,240.36345483330942,10138.35,357.8921
BEL,1996,2.96841164745362,71.19,253.7921082131026,10160.0,362.6057
BEL,1997,4.93808090966561,73.006,254.51845413263666,10184.0,376.3628
BEL,1998,7.88662270071677,74.893,260.24823201093153,10205.7,383.7496
BEL,1999,13.7722144589561,75.298,257.963534654355,10229.6,397.3438
BEL,2000,29.4316916924341,78.53076,263.3212415880779,10254.28,412.141
BEL,2001,31.2883955056566,79.28752,261.97164553092716,10292.38,416.645
BEL,2002,46.33,80.098,259.41678954708107,10338.53,423.754
BEL,2003,49.97,81.41356,266.6819739558716,10381.2,428.153
BEL,2004,53.86,83.23096,269.0390725511261,10427.3,443.44
BEL,2005,55.82,82.76408,265.03768963613487,10486.8,453.757
BEL,2006,59.72,85.2971,262.55490254506356,10557.1,465.342
BEL,2007,64.44,85.12744,261.7857936329431,10636.0,482.431
BEL,2008,66.0,85.09678,267.74522720689754,10720.75,484.577
BEL,2009,70.0,78.94878,242.33627296915887,10807.35,474.799
BEL,2010,75.0,84.91314,257.59410271141695,10940.38,488.399
BEL,2011,81.6099959955952,82.6685,238.29352690984493,11047.7,496.675
BEL,2012,80.7199905482042,83.13036,230.20496123931864,11114.7,500.347
BEL,2013,82.1702,83.27955,236.0293276232831,11164.75,502.644
BEL,2014,85.0,81.50578,219.48770582021842,11216.15,510.581
BLZ,1990,0.0,0.13206,26.07453008040351,187.554,1.02888
BLZ,1991,0.0,0.14694,28.98640792001507,191.136,1.14728
BLZ,1992,0.0,0.15996,23.89849091404047,194.324,1.28545
